,Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),User Submitted Info,User Submitted Link,Tax Parcel
1150,Back Bay Maitenence,Municipal,Other,440 Park Dr,02215,10822,52,Not applicable to this property type,,Other,2000.0,36.7,3.4,563143.1,28%,72%,0%,0.28645352060617263,,,,
1151,DFCI - Dana Building,Yes,Other,44 Binney st,02215,462085,392.8,Not applicable to this property type,,"Other, Parking",1975.0,11129.8,27.5,159161798.2,28%,0%,43%,14.67069784660949,,"Dana Building
Correct Gross Square Feet is 405,175.
",,401913000
1152,DFCI - Jimmy Fund Building,Yes,Other,35 Binney Street,02215,101514,603.6,Not applicable to this property type,,Other,1952.0,4263.9,42,61271298.7,25%,0%,50%,52.32677266189885,,Jimmy Fund Building,,401898000
1153,DFCI - Mayer Building,Yes,Other,420 Brookline Ave,02215,121516,418.2,Not applicable to this property type,,Other,1986.0,3611.8,29.7,50814396,32%,0%,41%,27.22769018071694,,,,Not Available
1154,DFCI - Smith Building,Yes,Other,1 Jimmy Fund Way,02215,455582,619.6,Not applicable to this property type,,"Other, Parking",1995.0,13734.2,41.8,203362177.8,20%,0%,49%,98.54084654666,,"Smith Building
",,401919000
1155,Fens Stadium,Municipal,Other,Parkdrath St Fld,02215,1000,313.6,Not applicable to this property type,,Other,2000.0,30.3,30.3,313607.2,100%,0%,0%,,,,,
1156,39 North Bennet Street,Municipal,Other - Education,39 North Bennet Street,02113,30000,Not Available,Not applicable to this property type,,Other - Education,1879.0,0,0,Not Available,0%,0%,0%,,,,,
1157,New England Law/Boston,Yes,Other - Education,154 Stuart St.,02116,65000,96.5,Not applicable to this property type,,Other - Education,1879.0,526.8,8.1,6272202.7,71%,29%,0%,1.5815384615384616,,,,0302615000
1158,Judge Baker Children's Center,Yes,Other - Education,53 Parker Hill Ave,02120,72000,90.1,Not applicable to this property type,,Other - Education,2003.0,461.6,6.4,6486787.8,41%,59%,0%,,,,,1001439001
1159,EF Brighton,Yes,Other - Education,200 Lake Street,02135,83458,32.2,Not applicable to this property type,,Other - Education,1921.0,260,3.1,2687973.5,100%,0%,0%,1.9710513072443625,,,,2204704000
1160,900-940 Commonwealth Avenue,Yes,Other - Education,900-940 Commonwealth Avenue,02446,233000,4.3,Not applicable to this property type,,Other - Education,1991.0,71.8,0.3,995741.6,43%,57%,0%,,,"Meter data is very incomplete, need to find what it is measuring 
",,Not Available
1161,New England Aquarium,Yes,Other - Entertainment/Public Assembly,250 Atlantic Ave,02110,136000,179.9,Not applicable to this property type,,Other - Entertainment/Public Assembly,1969.0,2367,17.4,24466229.8,100%,0%,0%,,,"Main Building, Central Wharf

New England Aquarium

Public Aquarium",,0302990000
1162,HBS Spangler Center,Yes,Other - Entertainment/Public Assembly,117 Western Ave,02163,139437,126.7,Not applicable to this property type,,Other - Entertainment/Public Assembly,2000.0,1287.5,9.2,17668389.8,27%,14%,59%,22.74432180841527,,,,2200490000
1163,Lincoln Plaza Condominium,Yes,Other - Lodging/Residential, 183 Essex Street,02111,107314,61.3,Not Available,,Other - Lodging/Residential,1899.0,552.4,5.1,6576871.6,71%,0%,0%,23.931639860596007,,,,Not Available
1164,Beacon House Rogerson LP,Yes,Other - Lodging/Residential,19 Myrtle Street ,02114,77770,32.7,Not applicable to this property type,,Other - Lodging/Residential,1986.0,245.7,3.2,2539546.3,100%,0%,0%,49.24006686382924,,,,0300168000
1165,Riverway Condominium,Yes,Other - Lodging/Residential,378-386 Riverway ,02115,52308,71.3,Not applicable to this property type,,Other - Lodging/Residential,1985.0,227.1,4.3,3728475.2,18%,82%,0%,3900.5008794065916,,"Condominium Building.  There are 5 buildings all on the same parcel of land. 378, 380, 382, 384 & 386 Riverway.  There is no parking at this location.  ",,1000308000
1166,Bryant Back Bay,Yes,Other - Lodging/Residential,303 columbus ave,02116,168920,Not Available,Not applicable to this property type,,Other - Lodging/Residential,2009.0,Not Available,Not Available,Not Available,0%,0%,0%,,,,,Not Available
1167,700 Harrison Ave Condominium,Yes,Other - Lodging/Residential,700 Harrison Ave ,02118,173387,42.7,Not applicable to this property type,,Other - Lodging/Residential,2007.0,558.9,3.2,7397127.8,51%,49%,0%,122.74622664905674,,Condominium Building.  Parking Garage under building.  Not a standalone garage. ,,0801212000
1168,Gateway Terrace Condominium,Yes,Other - Lodging/Residential,"35 Fay Street, 40 Fay Street, 1166 Washington Street ",02118,134880,80.2,Not applicable to this property type,,Other - Lodging/Residential,2005.0,911.7,6.8,10815101.9,71%,29%,0%,686.2314650059312,,"Condominium Building.  No Standalone parking garages.  Parking garage located under 35 Fay Street building. 

35 Fay Street & 1166 Washington Street have the same Parcel ID # (0306396010) 
40 Fay Street has it's own Parcel ID #  (0306390010 - 40 Fay St parcel #) 

",,0306396010
1169,Harrison Lofts Conodminium,Yes,Other - Lodging/Residential,485 Harrison Ave ,02118,65121,110471.1,Not applicable to this property type,,Other - Lodging/Residential,2001.0,477335.9,7330,7193988949,0%,0%,100%,1978.9637751263033,,Condominium Building.  Parking Garage under building.  Not a standalone garage. ,,0306445010
1170,Northampton Campus,Municipal,Other - Lodging/Residential,35 Northampton Street,02118,289096,Not Available,Not applicable to this property type,,Other - Lodging/Residential,2000.0,0,0,Not Available,0%,0%,0%,,,,,
1171,Penny Savings Bank,Yes,Other - Lodging/Residential,30 Union Park Street ,02118,52503,19,Not applicable to this property type,,Other - Lodging/Residential,2007.0,69.1,1.3,998151.7,37%,63%,0%,1257.097689655829,,Condominium Building.  Underground parking.  Not standalone garage. ,,030596000
1172,The 1850 Condominium,Yes,Other - Lodging/Residential,90 Wareham Street ,02118,52448,58.1,Not applicable to this property type,,Other - Lodging/Residential,2008.0,224.2,4.3,3047226.8,47%,53%,0%,1710.2234594264796,,"This is a condominium building with 60 residential units, no commercial units.  Building has the potential of a second phase, but has not been built.  There is not a parking garage located at the building.  There is a parking lot with spaces that do not equal the amount of units within the building.    Building also has an address of 519 Albany Street (most unit deeds have this address listed) The legal recorded condominium documents show ""The 1850 Condominium"" with 90 Wareham Street. 

",,0801106020
1173,25 School Street Inc,Yes,Other - Lodging/Residential,2053R Columbus Ave,02119,51897,106.6,Not applicable to this property type,,Other - Lodging/Residential,2007.0,339.6,6.5,5533156.2,19%,81%,0%,30.383259147927625,,,,1101588600
1174,Council of Elders Housing Corp,Yes,Other - Lodging/Residential,2875 Washington Street ,02119,137012,132.2,Not applicable to this property type,,Other - Lodging/Residential,1985.0,1231.3,9,18107394.9,34%,66%,0%,32.998569468367734,,This is a leed certified green building. ,,1100915000
1175,Charles E. Farnsworth Housing Corp,Yes,Other - Lodging/Residential,90 South Street ,02130,43037,58.3,Not applicable to this property type,,Other - Lodging/Residential,1982.0,242.9,5.6,2511068.3,100%,0%,0%,41.218021702256195,,,,1103125000
1176,Franciscan Monastery of St Clare,Yes,Other - Lodging/Residential,920 Centre St,02130,60400,54.3,Not applicable to this property type,,"Other - Lodging/Residential, Parking",1906.0,242.2,4,3258390,12%,12%,0%,,,,,Not Available
1177,Roslindale Senior Housing Corp.,Yes,Other - Lodging/Residential,120 Poplar Street ,02131,58153,167,Not applicable to this property type,,Other - Lodging/Residential,1987.0,702.9,12.1,9711094.3,44%,56%,0%,50.609598816914,,,,Not Available
1178,Highview Park Condo,Yes,Other - Lodging/Residential,4975 Washington Street,02132,99456,50.5,Not applicable to this property type,,Other - Lodging/Residential,1986.0,326.5,3.3,5024224.9,27%,73%,0%,37.59753056628057,,,,2002964000
1179,Hillview Condominium Trust,Yes,Other - Lodging/Residential,5050 Washington Street,02132,88818,54.3,Not applicable to this property type,,Other - Lodging/Residential,1983.0,306.6,3.5,4818874.8,24%,76%,0%,31.983381746943188,,,,2012245000
1180,Kelton Place Conodminium,Yes,Other - Lodging/Residential,147 Kelton Street ,02134,72941,49.9,Not applicable to this property type,,Other - Lodging/Residential,1980.0,343.6,4.7,3640960.1,95%,5%,0%,6121.661342729055,,Condominium Building. Parking Garage under building.  Not a standalone garage. ,,2101821000
1181,Vicomte,Yes,Other - Lodging/Residential,59 Brainerd Road,02134,95220,27.9,Not applicable to this property type,,Other - Lodging/Residential,1988.0,257,2.7,2656344.3,100%,0%,0%,24.88027725267801,,,,2101539000
1182,Townelyne Condominium Trust,Yes,Other - Lodging/Residential,121 Tremont Street,02135,72040,52.9,Not applicable to this property type,,"Other - Lodging/Residential, Parking",1979.0,248.1,3.4,3811562.7,27%,73%,0%,44.3670183231538,,,,2203713000
1183,Dockside Place Condominium,Yes,Other - Lodging/Residential,15-33 Sleeper Street,02210,36323,104.4,Not Available,,"Other - Lodging/Residential, Parking",1980.0,366.9,10.1,3792547.6,100%,0%,0%,68.63970487019245,,,,Not Available
1184,The Lofts,Yes,Other - Lodging/Residential,530 Atlantic Avenue,02210,124123,31.3,Not applicable to this property type,,"Other - Lodging/Residential, Other - Restaurant/Bar",2011.0,375.6,3,3882565.5,100%,0%,0%,29.47640646777793,,,,0302952014
1185,The Charlesview Condominium,Yes,Other - Lodging/Residential,534 Beacon Street ,02215,518155,7.5,Not applicable to this property type,,Other - Lodging/Residential,2001.0,283.3,0.5,3874951.4,46%,54%,0%,114.77337862222694,,"This is a condominium building. There is not parking garage located at the building.  There is a small parking lot located at the rear of the building.  Parking spaces are not equal to the amount of condo units located in the building. 
",,0503703000
1186,Faneuil Hall,Municipal,Other - Mall,Faneuil Hall South Market St.,02109,28000,Not Available,Not applicable to this property type,,Other - Mall,2000.0,Not Available,Not Available,Not Available,0%,0%,0%,6.417857142857143,,,,
1187,Tow Lot,Municipal,Other - Public Services,200 Frontage Rd,02118,46154,40,Not applicable to this property type,,Other - Public Services,2000.0,159.4,3.5,1846127.7,70%,18%,0%,0.7453308488971704,,,,
1188,McArdle Bridge Tender House,Municipal,Other - Public Services,500 Meridian St,02128,3024,246.1,Not applicable to this property type,,Other - Public Services,2000.0,64.8,21.4,744069.9,57%,0%,0%,,,,,
1189,Northern Ave Bridge Tender House,Municipal,Other - Public Services,5 NORTHERN AV,02210,400,402.1,Not applicable to this property type,,Other - Public Services,2000.0,15.6,38.9,160828,100%,0%,0%,31.75,,,,
1190,Mirabella Pool,Municipal,Other - Recreation,475 Commercial St,02109,3220,107.3,Not applicable to this property type,,Other - Recreation,2003.0,30.7,9.5,345596,82%,18%,0%,,,,,
1191,Boston Common Ranger Station,Municipal,Other - Recreation,148 TREMONT ST,02111,862,197,Not applicable to this property type,,Other - Recreation,2000.0,9,10.5,169800,0%,100%,0%,,,,,
1192,Nazzaro Community Center,Municipal,Other - Recreation,32 North Bennet St,02113,28000,62.6,Not applicable to this property type,,Other - Recreation,2000.0,107.5,3.8,1753825.2,19%,81%,0%,1.0785714285714285,,,,
1193,Mason Pool,Municipal,Other - Recreation,159 Norfolk Ave,02119,13300,298.4,Not applicable to this property type,,Other - Recreation,2000.0,253.7,19.1,3969310,25%,75%,0%,6.06015037593985,,,,
1194,Orchard Gardens Community Center,Municipal,Other - Recreation,2 Dearborn St,02119,10500,95.9,Not applicable to this property type,,Other - Recreation,2000.0,61.9,5.9,1006782.7,19%,81%,0%,0.580952380952381,,,,
1195,Shelburne Community Center,Municipal,Other - Recreation,2730 Washington St,02119,25292,173.5,Not applicable to this property type,,Other - Recreation,2000.0,292.4,11.6,4387732.8,31%,69%,0%,0.9014708208129053,,,,
1196,Vine Street Community Center,Municipal,Other - Recreation,339 Dudley St,02119,25000,84.4,Not applicable to this property type,,Other - Recreation,2000.0,136.6,5.5,2110297.5,27%,73%,0%,0.428,,,,
1197,Thomas Johnson Community Center,Municipal,Other - Recreation,68 Annunciation Rd,02120,39600,7.8,Not applicable to this property type,,Other - Recreation,2000.0,29.7,0.8,307353,100%,0%,0%,,,,,
1198,Tobin Community Center,Municipal,Other - Recreation,1481 Tremont St,02120,50000,103.7,Not applicable to this property type,,Other - Recreation,2000.0,340,6.8,5183601.1,29%,71%,0%,1.574,,,,
1199,William J. Devine Golf Course,Municipal,Other - Recreation,1 Circuit Drive,02124,14000,67,Not applicable to this property type,,Other - Recreation,2000.0,69.6,5,938124,0%,0%,0%,,,,,
1200,Gallivan Community Center,Municipal,Other - Recreation,61 Woodruff Way,02126,10400,89.4,Not applicable to this property type,,Other - Recreation,2000.0,60.8,5.8,929541.6,28%,72%,0%,1.5769230769230769,,,,
1201,Curley Community Center,Municipal,Other - Recreation,1163 Columbia Rd,02127,47520,204.7,Not applicable to this property type,,Other - Recreation,2000.0,601.9,12.7,9725486.2,20%,80%,0%,7.468434343434343,,,,
1202,Paris Street Community Center,Municipal,Other - Recreation,112 Paris St,02128,26704,81,Not applicable to this property type,,Other - Recreation,2000.0,124,4.6,2162288.7,10%,90%,0%,0.7189934092270821,,,,
1203,Curtis Hall Community Center,Municipal,Other - Recreation,20 S St,02130,37995,136.8,Not applicable to this property type,,Other - Recreation,2000.0,321.7,8.5,5197836.5,20%,80%,0%,,,,,
1204,Jamaica Pond Boat House,Municipal,Other - Recreation,0 Jamaicaway,02130,100,Not Available,Not applicable to this property type,,Other - Recreation,2000.0,0,0,Not Available,0%,0%,0%,202,,,,
1205,Park Ranger,Municipal,Other - Recreation,FRNKLN/WLKHL   P8,02130,2000,Not Available,Not applicable to this property type,,Other - Recreation,2000.0,0,0,Not Available,0%,0%,0%,,,,,
1206,Flaherty Pool,Municipal,Other - Recreation,160 Florence St,02131,15000,360.8,Not applicable to this property type,,Other - Recreation,2000.0,354.2,23.6,5411367.8,28%,72%,0%,8.326666666666666,,,,
1207,Menino Community Center,Municipal,Other - Recreation,125 Brookway Rd,02131,12000,72.7,Not applicable to this property type,,Other - Recreation,2000.0,56.1,4.7,872327.2,26%,74%,0%,0.5416666666666666,,,,
1208,Washington St,Municipal,Other - Recreation,4210 Washington St,02131,40000,13.9,Not applicable to this property type,,Other - Recreation,2000.0,53.8,1.3,556019.5,100%,0%,0%,,,,,
1209,Draper Pool,Municipal,Other - Recreation,5279 Washington St,02132,12780,Not Available,Not applicable to this property type,,Other - Recreation,2000.0,Not Available,Not Available,Not Available,0%,0%,0%,3.051643192488263,,,,
1210,FAS - Beren Tennis Pavilion,Yes,Other - Recreation,71 North Harvard Street,02134,6117,162.6,Not applicable to this property type,,Other - Recreation,1899.0,96.2,15.7,994859.1,100%,0%,0%,20.20598332515939,,"This electric meter provides service not just to the small clubhouse facility for the tennis complex, it also feeds all of the exterior lighting and other loads for the 18-court exterior facility.",,2200533000
1211,FAS - Blodgett Pool,Yes,Other - Recreation,55 North Harvard Street,02134,46074,164.9,Not applicable to this property type,,"Office, Other, Other - Recreation",1977.0,508.7,11,7596584.6,32%,68%,0%,0.6294222337978035,,,,2200533000
1212,FAS - Dillon Field House,Yes,Other - Recreation,47 North Harvard Street,02134,44312,103.8,Not applicable to this property type,,Other - Recreation,1931.0,331.2,7.5,4598416.9,28%,23%,49%,37.24047662032858,,,,2200533000
1213,Hyde Park Community Center,Municipal,Other - Recreation,1175 River St,02136,40000,21.4,Not applicable to this property type,,Other - Recreation,2000.0,82.7,2.1,854364.8,100%,0%,0%,2.7975,,,,
1214,PHS-MGH-125 Nashua St,Yes,Other - Specialty Hospital,125 Nashua St,02114,220339,Not Available,Not applicable to this property type,,Other - Specialty Hospital,1970.0,0,0,Not Available,0%,0%,0%,,,This facility was a rehabilitation hospital up until April 2013.  In April they moved to a new location in Charlestown.  It is now under construction and is being renovated in order to be converted into an administration office building. ,,0301927600
1215,Boston Children's Hospital,Yes,Other - Specialty Hospital,300 Longwood Ave,02115,2631722,473.6,Not applicable to this property type,,"Other, Other - Specialty Hospital, Parking",1914.0,73718,32.6,1072494506.5,23%,0%,49%,28.839131588697388,,"Boston Children's Hospital is composed of numerous buildings constructed between 1914 through 2015. This is as of May 1, 2015

CHB MAIN property increased sq ft during 2014 by 117,345,  this is included in the total sq ft for CHB MAIN",,Not Available
1216,MSPCA/Angell,Yes,Other - Specialty Hospital,350 South Huntington Ave,02130,169972,171.9,Not applicable to this property type,,Other - Specialty Hospital,1954.0,2070.9,12.2,29224010.3,41%,59%,0%,2.7269197279551927,,,,1002199001
1217,Boston,Yes,Other - Specialty Hospital,1515 Commonwealth Ave,2135,52000,277.6,Not applicable to this property type,,Other - Specialty Hospital,2000.0,1339.7,25.8,14434487.3,36%,64%,0%,,,,,Not Available
1218,100 Ashford Street,Yes,Other - Stadium,100 Ashford Street,02215,96292,93.9,Not applicable to this property type,,Other - Stadium,2002.0,645.5,6.7,9046387.8,42%,58%,0%,3.7053960869023386,,,,Not Available
1219,664 Malvern Street,Yes,Other - Stadium,664 Malvern Street,02215,73500,0.3,Not applicable to this property type,,Other - Stadium,1962.0,1.9,0,19915.8,100%,0%,0%,4.98639455782313,,,,Not Available
1220,BROOKLINE ICE,Yes,Other - Utility,225 SOUTHHAMPTON ST,02118,2000,34.9,Not applicable to this property type,,Other - Utility,1950.0,6.7,3.4,69727.6,100%,0%,0%,,,,,Not Available
1221,HBS Chilled Water Plant,Yes,Other - Utility,80 Harvard Way,02163,19627,474.1,Not applicable to this property type,,Other - Utility,1991.0,877.2,44.7,9305008,92%,0%,8%,25.37830539562847,,,,2200530000
1222,PHS-BWH-Boston Lying In,Yes,Outpatient Rehabilitation/Physical Therapy,221 Longwood Avenue,02215,247418,415.7,Not applicable to this property type,,Outpatient Rehabilitation/Physical Therapy,1930.0,7150,28.9,102846844.4,26%,0%,46%,19.810199742945137,,,,0401845000
1223,Pi Alley Garage,Yes,Parking,275 Washington St,02108,248000,331.5,Not applicable to this property type,,"Other, Parking",1970.0,687.3,29.9,7623949.1,85%,15%,0%,49.47391304347826,,,,0302875000
1224,Garage at Post Office Square,Yes,Parking,Zero Post Office Square,02109,532700,57.8,Not applicable to this property type,,"Other - Recreation, Parking",1990.0,279.6,5.6,2890509.9,100%,0%,0%,,,"Parking Garage has restrooms which are open to the public 24 hours/7 days, accounting for a significant portion of water use.",,0304163000
1225,CRP Sports Garage,Yes,Parking,35 Lomansey Way,02114,184923,142.3,Not applicable to this property type,,"Fitness Center/Gym, Parking, Pre-school/Daycare",1975.0,420.7,10.3,5804147.9,44%,56%,0%,4.305610043154178,,"1)  9/21/15 notified COB filed electric use based upon billed data rather than 2014 aggregated data provided by Eversource.  
2)  Aggregated gas svc dates chg to actual since only 1 acct now paid by Equity.

2013 Notes:
1) Parcel ID includes multiple buildings (50 Staniford, Longfellow Place, CRP Sports Garage).
2) Suite REAR35 is daycare in 'hut' behind main structure.  Utility set-up:  no dedicated electric service, no gas service and dedicated water service.  Listed on Longfellow Place-Retail rent roll.
3) Suite ROOF is gym that occupies rooftop of entire parking garage structure.  Utility set-up:  dedicated electric, gas and water services.
4)  Entered as multi-building property since Suite REAR35 building is separate from garage structure but included because it has same service address.
5)  Parking garage has no dedicated gas or water services.
",,0300470000
