,Property Name,Reported,Property Type,Address,ZIP, Gross Area (sq ft) ,Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built, GHG Emissions (MTCO2e) ,GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf), Onsite Renewable (kWh) ,User Submitted Info,User Submitted Link,Tax Parcel,Years Reported
1520,Wyss Hall,Yes,Office,710 Soldiers Field Road,2163,"6,290",63.1,83,,Office,1926,30.6,4.9,"397,096.20",56.20%,,43.80%,19.6,,"Water is allocated by gross square footage for this property, and does not represent actual usage. Steam usage is allocated as 4% of the meter shared with Gallatin, Hamilton, Morris, Loeb, Ludcke, Connell. Allocation is by GSF.",,2200530000,"2014, 2015, 2016, 2017, "
1521,Chilled Water Plant,Yes,Other - Utility,80 Harvard Way,2163,"19,627",552.2,Not Available,,Other - Utility,1991,889.4,45.3,"10,837,412.80",82.30%,,17.70%,18.6,,"The HBS Chilled Water Plant has a very high electricity usage because the chilled water generated at the plant is used for cooling the whole campus.Water is allocated by gross square footage for this property, and does not represent actual usage",,2200530000,"2014, 2015, 2016, 2017, "
1522,Training Academy / Fire Academy,Municipal ,Fire Station,200 Moon Island,2169,"30,000",10.6,Not Available,,Fire Station,2000,27.3,0.9,"319,276.00",100.00%,,,,,,,107066000,"2016, 2017, "
1523,Long Island Firing Range,Municipal ,Police Station,Long Island Road,2169,"1,000",15.2,Not Available,,Police Station,2000,1.3,1.3,"15,163.20",100.00%,,,,,,,107066000,"2016, 2017, "
1524,Nike Bldg 2 (closed Oct 2015),Municipal ,Fire Station,Long Island Road,2169,"3,000",Not Available,Not Available,,Fire Station,2000, Not Available ,Not Available, Not Available ,,,,,,,,107066000,"2016, 2017, "
1525,Engine 54,Municipal ,Fire Station,Long Island Road,2169,"5,000",Not Available,Not Available,,Fire Station,2000, -   ,0, Not Available ,,,,,,,,107066000,"2016, 2017, "
1526,Long Island Campus,Municipal ,Residence Hall/Dormitory,1 Long Island Rd,2171,"300,000",Not Available,Not Available,,Residence Hall/Dormitory,2000, Not Available ,Not Available, Not Available ,,,,,,,,107066000,"2016, 2017, "
1527,Pistol Range,Municipal ,Police Station,86 Moon Island Rd,2171,"2,000",214.6,Not Available,,Police Station,2000,18.3,18.3,"214,571.30",100.00%,,,,,,,107066000,"2016, 2017, "
1528,Nike Bldg 3,Municipal ,Fire Station,Long Island Road,2171,"1,500",26.5,Not Available,,Fire Station,2000,3.4,2.3,"39,683.20",100.00%,,,,,,,107066000,"2016, 2017, "
1529,"Belvedere Condo Trust, The",Yes,Multifamily Housing,100 Belvedere Street,2199,"165,000",34.6,70,,Multifamily Housing,1900,479.7,2.9,"5,716,413.40",95.30%,4.70%,,0.1,,,,401037600,"2016, 2017, "
1530,101 Huntington Ave,Yes,Office,101 Huntington Ave,2199,"585,345",67.3,92,"2016, 2015, 2014, 2012, 2011, 2010, 2009, 2008","Office, Parking",1972,"2,996.90",5.1,"39,383,067.40",51.40%,0.60%,48.00%,11.8,,,,401037101,"2014, 2015, 2016, 2017, "
1531,111 Huntington Ave,Yes,Office,111 Huntington Ave,2199,"1,034,179",73.8,78,"2016, 2015, 2014, 2012, 2011, 2010, 2009, 2008, 2007, 2003",Office,2001,"6,095.20",5.9,"76,350,903.00",70.80%,0.30%,28.90%,13,,,,401037500,"2014, 2015, 2016, 2017, "
1532,5677-Sheraton Boston Hotel,Yes,Hotel,39 Dalton Street,2199,"1,040,000",96.4,59,,Hotel,1990,"6,547.70",6.3,"100,266,408.90",37.50%,62.00%,0.50%,41.3,,,,401037300,"2015, 2016, 2017, "
1533,07602-Prudential New,Yes,Supermarket/Grocery Store,53 Huntington Ave,2199,"42,918",286.7,36,,Supermarket/Grocery Store,2003,"1,277.10",21.5,"17,067,833.80",67.20%,32.80%,,0,,,,401037400,"2014, 2015, 2016, 2017, "
1534,6012-Boston,Yes,Retail Store,760 Boylston St,2199,"124,779",60.3,82,,Retail Store,2000,554.7,4.4,"7,523,212.40",63.80%,36.20%,,2.7,,This building is one part of a larger parcel,,401037100,"2016, 2017, "
1535,MA042_Avalon Prudential Center 1,Yes,Multifamily Housing,770 Boylston Street,2199,"286,043",91.3,13,,Multifamily Housing,1968,"1,865.20",6.5,"26,122,758.50",26.30%,,73.70%,39,,,,401037075,"2015, 2016, 2017, "
1536,"Mandarin Oriental, Boston",Yes,Multifamily Housing,772-776 Boylston Street,2199,"452,336",138.2,1,,"Bar/Nightclub, Hotel, Multifamily Housing, Other - Mall, Restaurant, Social/Meeting Hall",2006,"4,747.90",10.5,"62,525,842.00",56.10%,8.80%,34.90%,34.4,,,,0401037810 0401037920,"2015, 2016, 2017, "
1537,MA041_Avalon Prudential Center 2,Yes,Multifamily Housing,780 Boylston Street,2199,"287,111",88.2,15,,Multifamily Housing,1968,"1,816.90",6.3,"25,318,946.80",28.20%,,71.80%,32.3,,,,401037050,"2015, 2016, 2017, "
1538,"06630-Boston, MA (Prudential Center)",Yes,Retail Store,786 Boylston Street,2199,"110,000",120.2,49,,Retail Store,2000,"1,075.10",9.8,"13,220,362.60",78.40%,0.00%,21.60%,15.6,,This site is part of a larger parcel,,401037100,"2016, 2017, "
1539,MA040_AVA Back Bay,Yes,Multifamily Housing,790 Boylston Street,2199,"291,222",89.3,41,,Multifamily Housing,1968,"1,772.60",6.1,"26,020,623.60",11.40%,3.40%,85.20%,27.6,,,,401037010,"2015, 2016, 2017, "
1540,Prudential Tower,Yes,Office,800 Boylston Street,2199,"1,518,646",102.2,66,"2010, 2008","Office, Parking",1965,"11,972.30",7.9,"155,153,650.10",58.80%,3.20%,38.00%,12.2,,,,401037100,"2014, 2015, 2016, 2017, "
1541,D-14 Station,Municipal ,Police Station,301 Washington St,2201,"13,858",151.6,Not Available,,Police Station,2000,134.2,9.7,"2,101,502.00",33.20%,66.80%,,,,,,2202387000,"2016, 2017, "
1542,City Hall,Municipal ,Office,One City Hall Square,2201,"513,000",110.7,32,,Office,1968,"4,589.70",9,"56,548,593.90",77.50%,,22.50%,,,,,302615000,"2016, 2017, "
1543,MA0131ZZ - JFK FEDERAL BUILDING,Voluntary,Office,15 NEW SUDBURY STREET,2203,"971,779",74.7,Not Available,"2012, 2011, 2010, 2009, 2005, 2000","Data Center, Office, Parking",1966,"5,566.90",5.7,"72,614,896.20",53.90%,,46.10%,11.8,,,,302605000,"2014, 2015, 2016, 2017, "
1544,The Boston Globe,Yes,Other,135 William T. Morrissey Blvd.,2205,"710,000",86.7,Not Available,,"Other, Parking",1958,"5,209.00",7.3,"61,567,826.40",97.40%,2.60%,,18.5,,,,1302364050,"2014, 2015, 2016, 2017, "
1545,Jamestown - 1 Design Center Boston,Yes,Office,1 Design Center Place,2210,"556,340",61.5,87,2016,"Office, Restaurant",1985,"2,420.10",4.4,"34,196,117.90",54.60%,45.40%,,8.5,,Parcel IDs 0602674012 and 0602674018,,0602674012 0602674018,"2014, 2015, 2016, 2017, "
1546,One Channel Center,Yes,Financial Office,1 Iron St,2210,"501,650",59.1,96,"2016, 2015","Data Center, Financial Office",2014,"2,405.20",4.8,"29,641,855.00",86.20%,13.10%,,13,,"Building received certificate of occupancy on 1/31/2014.  Property was 100% occupied in 2015.  Property received Energy Star Certification in 2015.  Current Energy Star score of 94.Diesel fuel tank used for emergency generators and tank was topped off on 7/2014.  No additional deliveries have been made since.This property is a single tenant property.  Reporting was completed by owner's agent.LEED EB; O&M Project #1000067309 Project Name: One Channel Center ",,602750011,"2015, 2016, 2017, "
1547,10/20 Channel Center,Yes,Office,10 Channel Center Street,2210,"248,760",10.5,100,,Office,1920,224.1,0.9,"2,623,290.90",100.00%,,,20.6,,,,0602757030 0602757045,"2014, 2015, 2016, 2017, "
1548,10 Milk Street,Yes,Office,10 Milk Street,2210,"225,294",63.6,87,,"Fast Food Restaurant, Office",1903,"1,133.10",5,"14,324,980.20",69.10%,3.40%,27.50%,11.1,,,,303907000,"2014, 2015, 2016, 2017, "
1549,101 Seaport Boulevard,Yes,Office,101 Seaport Boulevard,2210,"620,642",56.4,96,,"Office, Parking",2015,"2,608.00",4.2,"35,034,498.80",66.00%,34.00%,,10.8,,,,602643020,"2017, "
1550,Vertex TWO,Yes,Laboratory,11 Fan Pier Blvd.,2210,"516,693",151.2,Not Available,,Laboratory,2013,"5,714.60",11.1,"78,107,108.90",62.00%,38.00%,,19.6,,"Parcel B - Vertex Global HeadquartersLEED project ID  1000021955",,602671017,"2015, 2016, 2017, "
1551,Thomson Portfolio - 11 Farnsworth St - Parcel 06-02658-001,Yes,Financial Office,11 Farnsworth Street,2210,"45,280",81.1,73,2015,Financial Office,1900,302.4,6.7,"3,672,156.90",72.50%,,,7.5,,,,602658001,"2015, 2016, 2017, "
1552,12 Farnsworth,Yes,Office,12 Farnsworth Street,2210,"57,098",224.8,15,,"Office, Retail Store",1918,"1,003.00",17.6,"12,835,623.00",77.40%,22.60%,,37.9,,,,602665000,"2017, "
1553,Thomson Portfolio - 12-22 Thomson Place - Parcel 0602654010,Yes,Financial Office,12-44 Thomson Place,2210,"184,479",84.4,63,,"Financial Office, Office",1900,"1,266.50",6.9,"15,569,202.50",87.30%,12.70%,,1.5,,,,602654010,"2015, 2016, 2017, "
1554,Pier 4,Yes,Multifamily Housing,142 Northern Avenue,2210,"419,826",35.3,97,,"Multifamily Housing, Swimming Pool",2013,"1,065.80",2.5,"14,814,466.70",58.20%,41.80%,,32.9,,,,602641050,"2016, 2017, "
1555,Midway Studios: 15 Channel Center Street,Yes,Multifamily Housing,15 Channel Center St,2210,"203,500",36.5,62,,Multifamily Housing,2005,549.9,2.7,"7,424,131.80",64.80%,35.20%,,16,,,,602750050,"2016, 2017, "
1556,World Trade Center West,Yes,Office,155 Seaport Boulevard,2210,"551,185",Not Available,Not Available,,Office,2000, Not Available ,Not Available, Not Available ,,,,,,,,602677010,"2014, 2015, 2016, 2017, "
1557,17 Farnsworth Garage,Yes,Parking,17 Farnsworth Street,2210,"127,652",5.2,Not Available,,Parking,1999,56.6,0.4,"662,320.40",100.00%,,,0.1,,,,602659010,"2017, "
1558,World Trade Center East-Boston,Yes,Office,2 Seaport Lane,2210,"486,760",Not Available,Not Available,"2009, 2008","Office, Social/Meeting Hall",2000, Not Available ,Not Available, Not Available ,,,,,,,,602679035,"2014, 2015, 2016, 2017, "
1559,World Trade Center,Yes,Office,200 Seaport Blvd,2210,"804,426",Not Available,Not Available,,"Convenience Store without Gas Station, Fast Food Restaurant, Food Sales, Non-Refrigerated Warehouse, Office, Other, Restaurant, Retail Store, Social/Meeting Hall",1986, Not Available ,Not Available, Not Available ,,,,,,,,602672052,"2014, 2015, 2017, "
1560,21 Custom House,Yes,Office,21 Custom House Street,2210,"105,197",70.7,75,,"Office, Parking",1984,635.5,6,"7,437,440.60",100.00%,,,11.4,,,,303988000,"2014, 2015, 2016, 2017, "
1561,Fort Point Place,Yes,Multifamily Housing,21 Wormwood Street,2210,"100,000",59.4,33,,Multifamily Housing,2000,448,4.5,"5,941,252.90",69.00%,31.00%,,27.5,,,,602753010,"2015, 2016, 2017, "
1562,Jamestown - 21-25 Drydock Ave Boston,Yes,Office,21-25 Drydock Ave,2210,"746,766",76.9,86,,"Non-Refrigerated Warehouse, Office",1985,"3,873.20",5.2,"57,444,333.00",40.10%,55.70%,,8,"707,263",,,602674013,"2014, 2015, 2016, 2017, "
1563,22 Boston Wharf Road,Yes,Mixed Use Property,22 Boston Whard Road,2210,"57,532",140.3,Not Available,,"Office, Parking",2000,617.8,10.7,"8,069,680.20",72.50%,27.50%,,0.4,,"under construction gas meter capped",,602648010,"2017, "
1564,Twenty Two Liberty,Yes,Multifamily Housing,22 Liberty Drive,2210,"222,191",56.7,77,,Multifamily Housing,2015,774.2,3.5,"12,604,740.10",25.70%,74.30%,,19.6,,,,602671019,"2017, "
1565,44 Prince Street Condominium Trust,Yes,Multifamily Housing,24 Farnsworth Street,2210,"76,038",51.1,31,,Multifamily Housing,2006,264.5,3.5,"3,884,630.90",46.40%,53.60%,,28.6,,,,302347000,"2015, 2016, 2017, "
1566,Unitarian Universalist Association,Yes,Office,24 Farnsworth Street,2210,"74,500",86.2,60,,Office,1920,454.5,6.1,"6,419,321.90",54.70%,45.30%,,1.7,,,,602664000,"2016, 2017, "
1567,BOS - 245 Summer Street,Yes,Office,245 Summer Street,2210,"905,414",114.5,99,2013,"Data Center, Financial Office, Office, Restaurant",1975,"8,457.60",9.3,"103,698,762.40",87.20%,11.60%,,16.2,,"The parcel identification code has been added to this reporting on February 4, 2014. The property was LEED Silver certified in 2009. LEED re-certified in 2013 and achieved LEED Gold.",,04-3337741,"2014, 2015, 2016, 2017, "
1568,SAA,Yes,Multifamily Housing,249 A Street,2210,"72,000",40.9,91,,Multifamily Housing,1983,227.1,3.2,"2,941,868.60",26.60%,,,13.5,,,,602752000,"2015, 2016, 2017, "
1569,25 Channel Center Condominium Trust,Yes,Multifamily Housing,25 Channel Center,2210,"60,000",107.7,1,,Multifamily Housing,2004,474.3,7.9,"6,464,785.80",62.60%,37.40%,,45.9,,,,602751100,"2016, 2017, "
1570,Institute of Contemporary Art Boston,Yes,Museum,25 Harbor Shore Dr.,2210,"65,000",232.5,Not Available,,Museum,2006,"1,009.10",15.5,"15,115,593.50",42.20%,57.80%,,11.9,,,,0602671041 0602671042,"2017, "
1571,250 Summer Street,Yes,Office,250 Summer Street,2210,"104,728",56.4,82,,Office,1903,483.1,4.6,"5,907,946.00",88.60%,11.40%,,13.9,,The report covers parcels 0602701002 and 0602701001,,0602701002 0602701001,"2014, 2015, 2016, 2017, "
1572,253 Summer/27 Melcher,Yes,Office,253 summer st,2210,"216,012",64.9,87,,Office,1902,"1,045.90",4.8,"14,025,538.00",66.40%,33.60%,,11.3,,"This report covers parcels 0601163005, 0601163015, 0601163025, and 0601164005.",,0601163005 0601163015 0601163025 0601164005,"2014, 2015, 2016, 2017, "
1573,Thomson Portfolio - 25 Thomson Place - Parcel 0602652010,Yes,Office,25-35 Thomson Place,2210,"117,469",48.8,Not Available,,Office,1900,405.8,3.5,"5,735,217.90",54.60%,45.40%,,0.7,,,,602652010,"2015, 2016, 2017, "
1574,Thomson Portfolio - 26 Thomson Place,Yes,Office,26-28 Thomson Place,2210,"33,942",74.1,68,,Office,1900,203.8,6,"2,516,397.80",60.30%,,,7,,,,602654010,"2016, 2017, "
1575,263 Summer,Yes,Office,263 Summer Street,2210,"64,564",116.2,43,,Office,1980,578.5,9,"7,500,830.00",74.30%,25.70%,,11.9,,"263 Summer and 10 Melcher are the same building.",,602702000,"2017, "
1576,266 Summer Street,Yes,Office,266 Summer Street,2210,"55,906",30.9,97,,"Office, Other",1899,135.3,2.4,"1,727,053.90",78.10%,21.90%,,12.6,,,,602701000,"2014, 2015, 2016, 2017, "
1577,268 Summer Street,Yes,Office,268 Summer Street,2210,"69,916",56.6,69,,Office,1898,338.3,4.8,"3,959,153.80",100.00%,,,11.7,,,,602700000,"2014, 2015, 2016, 2017, "
1578,27 Drydock: 27 Dry Dock Avenue,Yes,Office,27 Dry Dock Avenue,2210,"281,600",138.2,55,,Office,2002,"2,509.50",8.9,"38,907,933.80",35.20%,64.80%,,17.5,,,,602674014,"2017, "
1579,281 Summer Street,Yes,Office,273-281 Summer Street,2210,"168,408",56,81,2017,Office,1904,801.8,4.8,"9,438,855.20",95.60%,,,1.8,,,,02704000 02703000,"2015, 2016, 2017, "
1580,274 Summer Street,Yes,Office,274 Summer St,2210,"74,046",62.9,73,,"Office, Restaurant",1899,393.1,5.3,"4,660,289.20",96.60%,3.40%,,11.4,,,,602699000,"2014, 2015, 2016, 2017, "
1581,Tower Point,Yes,Office,27-43 Wormwood Street,2210,"155,165",114.3,23,,Office,1990,"1,515.10",9.8,"17,732,543.10",100.00%,,,15.4,,,,602754010,"2016, 2017, "
1582,280 Summer Street,Yes,Office,280,2210,"138,350",63.7,Not Available,,Office,1900,715.2,5.2,"8,810,909.00",61.90%,,,5.9,,All usage data was provided by the utility company.    ,,602698000,"2014, 2015, 2016, 2017, "
1583,Atlantic Wharf,Yes,Office,280 Congress St.,2210,"840,913",77.3,91,"2017, 2016, 2015, 2013","Data Center, Office, Parking, Restaurant",2010,"5,113.50",6.1,"64,987,633.60",79.10%,20.90%,,12.8,,"Atlantic Wharf office tower/retail includes the following parcel IDs: 0302952018, 0302952020, 0302952022, 0302952024",,0302952018 0302952020 0302952022 0302952024,"2014, 2015, 2016, 2017, "
1584,285 Summer Street,Yes,Office,285 Summer Street,2210,"49,294",119.6,37,,"Office, Parking",1903,402.1,8.2,"5,896,067.80",46.70%,53.40%,,17.2,,,,602705000,"2014, 2015, 2016, 2017, "
1585,Thomson Portfolio 30-36 Thomson Place,Yes,Office,30/36 Thomson Place,2210,"73,363",70.6,76,,Office,1900,366.1,5,"5,180,528.30",74.50%,25.50%,,3.8,,,,602654010,"2016, 2017, "
1586,300 A Street,Yes,Office,300 A Street,2210,"125,688",66.4,89,2016,Office,1904,558.9,4.4,"8,351,479.50",42.70%,57.30%,,2.7,,,,601166060,"2014, 2015, 2016, 2017, "
1587,Artists,Yes,Multifamily Housing,300 Summer Street,2210,"85,000",48.7,55,,Multifamily Housing,1950,278,3.3,"4,139,038.70",43.40%,56.60%,,16.5,,,,602696002,"2015, 2016, 2017, "
1588,Storage,Yes,Fire Station,302 Northern Ave,2210,"5,000",11.8,Not Available,,Fire Station,2000,5,1,"59,034.20",100.00%,,,,,,,602674000,"2016, 2017, "
1589,303 Congress Co. LLC,Yes,Office,303 Congress Street,2210,"69,553",28.5,100,,Office,2004,142.1,2,"1,983,624.30",57.30%,42.70%,,13.6,,,,602691000,"2015, 2016, 2017, "
1590,311 Summer St,Yes,Office,311 Summer St,2210,"57,225",55.8,84,,Office,1904,233,4.1,"3,192,735.50",85.40%,,,12,,,,602763010,"2017, "
1591,313 Congress Street,Yes,Office,313 Congress Street,2210,"72,912",51.6,82,"2016, 2014",Office,1890,321.7,4.4,"3,764,766.90",100.00%,,,11.5,,,,602692000,"2014, 2015, 2016, 2017, "
1592,"Congress Plaza, LLC",Yes,Office,320 Congress Street,2210,"53,104",Not Available,Not Available,,Office,1894, -   ,0, Not Available ,,,,,,,,602669000,"2017, "
1593,320 Summer Street,Yes,Office,320 Summer Street,2210,"122,500",72.8,85,"2016, 2015",Office,2013,666.3,5.4,"8,912,333.10",67.00%,33.00%,,964.2,,"",,02689-000,"2014, 2015, 2016, 2017, "
1594,321 Summer Street,Yes,Office,321 Summer Street,2210,"91,482",44,89,2016,"Office, Parking",1911,344,3.8,"4,026,078.10",100.00%,,,5.3,,,,602764000,"2016, 2017, "
1595,33/41 Farnsworth Street,Yes,Office,33/41 Farnsworth Street,2210,"94,381",98.4,53,,Office,1980,688,7.3,"9,285,259.40",64.90%,35.10%,,6.2,,,,602660010,"2017, "
1596,330 Congress Street,Yes,Office,330 Congress Street,2210,"36,394",62.9,76,"2016, 2014","Convenience Store without Gas Station, Office",1895,189.1,5.2,"2,287,415.70",91.50%,8.50%,,19.2,,,,602668000,"2015, 2016, 2017, "
1597,332 Congress Street,Yes,Office,332 Congress Street,2210,"36,192",73.6,68,,Office,1980,227.6,6.3,"2,663,318.50",100.00%,,,18.5,,,,602667000,"2017, "
1598,333 Summer,Yes,Office,333 Summer Street,2210,"117,801",43.4,92,,Office,1907,429.8,3.6,"5,109,316.30",95.90%,4.10%,,7336.7,,,,602765015,"2017, "
1599,343 Congress,Yes,Office,343 Congress Street,2210,"111,535",177.7,2,,"Office, Restaurant",1888,"1,650.20",14.8,"19,824,138.80",93.20%,6.80%,,17.6,,,,602694000,"2017, "
1600,FP 3,Yes,Multifamily Housing,346 Congress St,2210,"93,300",164.4,1,,Multifamily Housing,1996,"1,048.10",11.2,"15,338,139.30",47.10%,52.90%,,3.2,,,,602655010,"2015, 2016, 2017, "
1601,35 Channel Center Condominium Trust,Yes,Multifamily Housing,35 Channel Center,2210,"60,000",58.2,19,,Multifamily Housing,2004,258.7,4.3,"3,490,302.50",64.90%,35.10%,,31.5,,,,602751300,"2016, 2017, "
1602,Thomson Portfolio - 35 Thomson Place,Yes,Office,35-37 Thomson Place,2210,"53,100",92,78,2016,Office,1900,336.7,6.3,"4,883,693.70",49.00%,51.00%,,8.1,,,,602652010,"2016, 2017, "
1603,Channel Trust,Yes,Mixed Use Property,369 Congress St,2210,"57,800",67.1,93,,"Office, Other",1918,239,4.1,"3,875,786.60",26.50%,73.50%,,7.9,,"NStar Electric consumption is compiled meter usage by NStar. 23 meters total.Gross Floor Area Usage footage is estimated2014 Was First Full Year Heating System was on GasMajor Exterior Renovation 2014-2015, Concrete and Masonry, A lot of water was used",,602686000,"2014, 2015, 2016, 2017, "
