,Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),User Submitted Info,User Submitted Link,Tax Parcel,Years Reported
1404,Tremont on the Common Condominium,Yes,Multifamily Housing,151 Tremont Street,02111,300000,33.5,99,,"Multifamily Housing, Parking",1967,933.9,3.1,10062191.5,0.91,0.09,,34.6,,,,0304850000,"2015, 2016"
1405,Tremont Residential (Grandview Condo),Yes,Multifamily Housing,"c/o The Niles Company, Inc.",02021,156534,59.5,79,,Multifamily Housing,1900,624.5,4,9313022.8,0.32,0.68,,17.9,,,,0304847010,"2015, 2016"
1406,Trilogy,Yes,Multifamily Housing,170 Brookline Avenue,02215,142773,64.3,25,,Multifamily Housing,2006,715.4,5,9182078.7,0.57,0.43,,37.9,,"Boston Data
170 BROOKLINE AVE
Parcel 2100051018	

Harvard Data
Root 06101	
Trilogy – 170 Brookline Ave.
HUH
",,2100051018,"2015, 2016"
1407,Trinity Foley,Yes,Multifamily Housing,249 River Street,02126,125000,55.9,35,,Multifamily Housing,1900,496.9,4,6991396.2,0.41,0.59,,,,,,1800113100,2016
1408,Trinity Place Condominium,Yes,Multifamily Housing,1 Huntington Ave.,02116,177636,133.9,1,,"Multifamily Housing, Other - Services, Parking, Restaurant",2001,1836.5,10.3,23791388.9,0.41,0.12,0.47,28.4,,"""Other - Services Use"" is the currently vacant health club.",,0401053010,"2015, 2016"
1409,TROTTER,Municipal,K-12 School,135 Humboldt Ave.,02121,79600,86.9,61,,K-12 School,1969,426.3,5.4,6921174.8,0.1944864828439241,0.8055135227620606,,,,,,Not Available,2016
1410,Tudor Place Condominium,Yes,Multifamily Housing,157 W. 6th St.,02127,60000,45.4,95,,Multifamily Housing,1989,191.7,3.2,2725520.2,0.39,0.61,,38.3,,Gross floor area was estimated using the total rentable area plus common areas.,,600685010,"2015, 2016"
1411,Tufts Medical Center,Yes,Hospital (General Medical & Surgical),800 Washington St,02111,1829394,173,77,,"Data Center, Hospital (General Medical & Surgical), Parking",1982,24938.6,13.6,316523998.4,0.41,0.01,0.58,26.1,,,,Not Available,"2014, 2015, 2016"
1412,Tupper Building,Yes,Medical Office,15 Kneeland Street,02116,97559,117402.6,1,,Medical Office,1924,760749.6,7797.8,11453680918.6,0.0,0.0,1.0,27.9,,,,Not Available,"2014, 2015, 2016"
1413,Twenty-One Beacon Condominium,Yes,Multifamily Housing,21 Beacon Street,02108,94785,182,2,,"Convenience Store, Multifamily Housing, Office, Other - Restaurant/Bar",1900,1113.9,11.8,17250643.2,0.26,0.74,,78.8,,,,302807000,"2015, 2016"
1414,Two Clarendon,Yes,Not Available,2 Clarendon Street,02116,Not Available,Not Available,Not Available,,,1985,Not Available,,Not Available,,,,,,,,0400206000,"2014, 2015, 2016"
1415,Two Financial Center,Yes,Office,60 South Street,02111,240321,78.9,74,2014,"Convenience Store, Office, Parking",2009,1834.5,7.6,18962093.6,1.0,,,11.0,,LEED Project ID: 1000056634,,0304300010,"2014, 2015, 2016"
1416,"Two Hundred Mortgage Associates, L.P.",Yes,Office,200 High Street,02110,96393,93,Not Available,,Office,1900,822.6,8.5,8969254,0.88,0.12,,23.9,,,,0304042000 0304043010 0304044000,"2014, 2015, 2016"
1417,Two International Place,Yes,Office,Two International Place,02110,851195,79.4,76,"2015, 2014","Bank Branch, Data Center, Fitness Center/Gym, Office, Other - Mall, Parking, Repair Services, Restaurant",1992,6541.8,7.7,67619284.2,1.0,,,11.1,,,,0304071000 0304060010,"2014, 2015, 2016"
1418,Two Twenty Two Berkeley,Yes,Office,222 Berkeley Street,02116,524038,53.8,90,"2015, 2014, 2012, 2011, 2009, 2008, 2005, 2002, 1999","Office, Parking",1991,2726.9,5.2,28186606.2,1.0,,,10.5,,LEED 2009 EBOM project 1000000231,,0401096000,"2014, 2015, 2016"
1419,TYNAN,Municipal,K-12 School,650 E. Fourth St.,02127,120000,67.4,77,,K-12 School,1972,506.1,4.2,8090846.8,0.21628719505602306,0.7837128002720309,,,,,,Not Available,2016
1420,UE Apartments,Yes,Multifamily Housing,2010 Columbus Ave,02119,114083,63.2,91,,"Multifamily Housing, Parking",1920,440.6,3.9,7212843,0.18,0.82,,43.8,,,,100188300010020200001101077000110107800011015570001101626000110215002011021510001203077000,"2015, 2016"
1421,Ulin House: 30 Wallingford Rd.,Yes,Multifamily Housing,30 Wallingford Rd,02135,140889,93,78,,Multifamily Housing,1971,800.9,5.7,13103553.9,0.18,0.82,,29.2,,,,2102565015,"2015, 2016"
1422,UMANA,Municipal,K-12 School,312 Border St.,02128,169000,128.4,35,,K-12 School,1975,1232.4,7.3,21704519.2,0.08407555455086975,0.9159244455504917,,,,,,Not Available,2016
1423,UniFirst Corporation,Yes,Manufacturing/Industrial Plant,78 - 80 East Cottage Street,02125,45000,54.1,Not Available,,Manufacturing/Industrial,1937,235.5,5.2,2434548.7,1.0,,,526.5,,,,Not Available,2016
1424,"Union Club of Boston, Inc.",Yes,Mixed Use Property,Eight Park Street,02108,54999,51766.3,Not Available,,"Hotel, Office, Restaurant",1863,189035.8,3437.1,2847096466,0.0,0.0,1.0,18.8,,,,0304684000,2016
1425,Union Wharf Condominiums,Yes,Multifamily Housing,343 Commercial Street,02109,250000,16.1,Not Available,,Multifamily Housing,1978,290.7,1.2,4026683.5,0.44,0.56,,15.1,,,,0303038200,"2015, 2016"
1426,Unitarian Universalist Association,Yes,Multifamily Housing,24 Farnsworth Street,02210,73686,83.1,2,,Multifamily Housing,2000,476,6.5,6126773.8,0.56,0.44,,1.6,,,,0602664000,"2014, 2016"
1427,Uphams Corner Health Center,Municipal,Urgent Care/Clinic/Other Outpatient,500 Columbia Rd,02125,13600,112.3,Not Available,,Urgent Care/Clinic/Outpatient,2000,89.7,6.6,1527900.3,0.12860818994537798,0.8713918336163688,,,,,,Not Available,2016
1428,"Upham's Corner Health Committee, Inc.",Yes,Urgent Care/Clinic/Other Outpatient,415 Columbia Rd.,02125,38796,72.6,Not Available,,Urgent Care/Clinic/Outpatient,1999,235.7,6.1,2816418.6,0.7,0.3,,16.5,,All data was obtained from monthly utility bills. ,,1502977000,2016
1429,Uphams Corner: 614 Columbia Rd,Yes,Multifamily Housing,614 Columbia Rd,02125,70000,45.2,70,,Multifamily Housing,2005,227,3.2,3161821.3,0.43,0.57,,35.9,,Multiple commercial spaces on the first floor and basement.,,0703892010,2016
1430,Van Ness Terrace,Yes,Multifamily Housing,238 Warren Street,02119,66383,49.2,95,,Multifamily Housing,1925,200.3,3,3266818.2,0.19,0.81,,38.4,,This property consists of 6 connected buildings. Service addresses 238 through 248 Warren Street. ,,1200280000,"2015, 2016"
1431,Vanderbilt Hall,Yes,Residence Hall/Dormitory,107 Avenue Louis Pasteur,02115,165820,108.1,54,,Residence Hall/Dormitory,1927,1309.7,7.9,17918611,0.27,,0.63,26.2,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered. ",,0401850000,"2014, 2015, 2016"
1432,VanNess,Yes,Office,1325-1341 Boylston Street,02215,813469,58.3,Not Available,,"Multifamily Housing, Office, Parking, Retail Store",2015,3636.4,4.5,47433950.5,0.54,0.46,,5.3,,,,Not Available,2016
1433,VBC Apartments,Yes,Not Available,530 Warren Street,02121,Not Available,Not Available,Not Available,,,1920,0,Not Available,Not Available,,,,,,,,Not Available,2016
1434,Vendome Condo: 160 Commonwealth Avenue,Yes,Multifamily Housing,160 Commonwealth Avenue,02116,127608,61.3,11,,Multifamily Housing,1871,671.6,5.3,7825014,0.75,0.25,,28.1,,,,0501383000,"2015, 2016"
1435,Veronica Smith Senior Center,Municipal,Other,20 Chestnut Hill Ave,02135,13100,78.7,Not Available,,Other,2000,64,4.9,1031062.9,0.20596500950620955,0.794034939090525,,,,,,Not Available,2016
1436,Vertex ONE,Yes,Laboratory,50 Northern Ave,02210,585239,Not Available,Not Available,,"Laboratory, Parking, Retail Store",2013,Not Available,Not Available,Not Available,,,,,,"Parcel A - Vertex Global Headquarters
LEED project ID  1000021954",,0602671015,"2015, 2016"
1437,Vertex TWO,Yes,Laboratory,11 Fan Pier Blvd.,02210,516693,Not Available,Not Available,,Laboratory,2013,Not Available,Not Available,Not Available,,,,,,"Parcel B - Vertex Global Headquarters
LEED project ID  1000021955",,0602671017,"2015, 2016"
1438,Vicomte,Yes,Other - Lodging/Residential,59 Brainerd Road,02134,95220,26.8,Not Available,,Other - Lodging/Residential,1988,247,2.6,2553517.1,1.0,,,22.0,,,,2101539000,"2015, 2016"
1439,Victory Gardens Apartments: 54 Orleans Street,Yes,Multifamily Housing,54 Orleans St,02128,100000,49.5,94,,Multifamily Housing,1979,320.4,3.2,4954296.6,0.26,0.74,,18.2,,,,0105343100,"2015, 2016"
1440,Village at Chestnut Hill,Yes,Strip Mall,631 VFW Parkway,02467,54552,13966.9,Not Available,,Strip Mall,1947,73703.9,1351.1,761922842,1.0,0.0,,2399.1,,,,2007833020,"2015, 2016"
1441,Vine Street Community Center,Municipal,Other - Recreation,339 Dudley St,02119,25000,83.2,Not Available,,Other - Recreation,2000,136.1,5.4,2080291.1,0.2819754600690259,0.718024538205254,,,,,,Not Available,2016
1442,Viviendas: 100 West Dedham,Yes,Multifamily Housing,100 West Dedham,02118,63968,103.8,29,,Multifamily Housing,2001,422.8,6.6,6642543.8,0.24,0.76,,58.4,,,,0900080000,"2015, 2016"
1443,Viviendas: 12 San Juan,Yes,Multifamily Housing,12 San Juan Street,02118,55302,113.2,27,,Multifamily Housing,2001,392.1,7.1,6257897,0.22,0.78,,96.7,,"91-99 West Brookline 	
12-30 San Juan St
4-22 Aguadilla St  
",,0900079000,"2015, 2016"
1444,W Hotel Boston,Yes,Mixed Use Property,100 Stuart St.,02116,361858,87,50,,"Hotel, Multifamily Housing, Parking",2009,2433.7,6.7,31476837.9,0.4,0.08,0.52,34.9,,,,0500075030,"2014, 2015, 2016"
1445,Walbridge Brainerd,Yes,Multifamily Housing,25 Walbridge St,02134,24700,176.3,21,,Multifamily Housing,1920,249,10.1,4355163.6,0.09,0.91,,100.7,,,,2101463000,"2015, 2016"
1446,Walker Building,Yes,College/University,120 Boylston St,02116,176296,Not Available,Not Available,,College/University,1891,Not Available,0,Not Available,,,,,,,,0500043011,"2014, 2015, 2016"
1447,Walnut Washington,Yes,Multifamily Housing,3228 Washington Street,02130,82000,90,48,,Multifamily Housing,1920,450.9,5.5,7380202.3,0.18,0.82,,54.5,,,,11016200001101647000110164800011016520001102293000,"2015, 2016"
1448,Wang Theatre,Yes,Performing Arts,270 Tremont Street,02116,88434,34451.6,Not Available,,Performing Arts,1925,202454.5,2289.3,3046696046.5,0.0,0.0,1.0,515.7,,,,Not Available,2016
1449,Wardman,Yes,Multifamily Housing,9 Wardman Road,02119,151500,69.7,62,,Multifamily Housing,1920,666.5,4.4,10552286.9,0.23,0.77,,44.8,,,,1101645000110164900011016610001101662000110166300011016640001101665000  1101618000,"2015, 2016"
1450,Warehouse,Yes,College/University,76 Atherton Street,02115,140197,46.1,Not Available,,College/University,1910,381.5,2.7,6458233.7,0.14,0.86,,0.9,,,,Not Available,"2014, 2015, 2016"
1451,Warren Alpert (WAB),Yes,Laboratory,200 Longwood Ave,02115,199440,513.2,Not Available,,"Laboratory, Parking",1992,7181.2,36,102353559,0.24,0.0,0.5,99.4,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered. WAB building operates a 24/7 critical environment laboratory for scientific research.  ",,0401882000,"2014, 2015, 2016"
1452,WARREN PRESCOTT,Municipal,K-12 School,50 School St.,02129,59330,39.3,99,,K-12 School,1963,142.6,2.4,2333147,0.18367775369490222,0.8163222622959462,,,,,,Not Available,2016
1453,Washington Beech PH1,Yes,Multifamily Housing,75 Federal Street,02110,55000,96.4,70,,Multifamily Housing,1900,312.7,5.7,5300633.5,0.13,0.87,,46.6,,,,1806017110,"2015, 2016"
1454,Washington Beech PH2,Yes,Multifamily Housing,75 Federal Street,02110,55000,69,99,,Multifamily Housing,1900,206.8,3.8,3797324.3,0.03,0.97,,8.4,,,,1806017010,"2015, 2016"
1455,Washington Columbia I,Yes,Multifamily Housing,150 Columbia Road,02121,99899,130.6,18,,Multifamily Housing,1920,805,8.1,13046305.4,0.2,0.8,,102.0,,,,14000760001400078000140007900014000800001400707000140076600014010670001401068000,"2015, 2016"
1456,Washington Columbia II,Yes,Multifamily Housing,95 Washington Street,02121,58520,250.2,2,,Multifamily Housing,1920,913,15.6,14644523.2,0.21,0.79,,228.8,,,,140083200014008330001400841000140084100114008420001400843000140084400014008450001400875000,"2015, 2016"
1457,Washington Heights Apartments,Yes,Multifamily Housing,127-135 Washington Street,02135,75480,108.9,71,,"Multifamily Housing, Parking",1930,459.2,6.1,8221163.5,0.06,0.94,,56.3,,,,2101844000,2016
1458,Washington Jewelers Building,Yes,Retail Store,373-387 Washington St.,02108,118094,92.5,Not Available,,"Office, Retail Store",1920,949.8,8,10928174.7,0.58,0.01,,41.3,,,,0304734000,"2014, 2015, 2016"
1459,Washington Park,Yes,Multifamily Housing,25 Wyoming Street,02121,87606,89.7,59,,Multifamily Housing,1890,490,5.6,7859808.3,0.21,0.79,,59.9,,,,1101566000110156700011015680001101570000110158300011015840001101585000110158600011015870001201743000120174400012019900001201991000,"2015, 2016"
1460,Washington Square Condominium,Yes,Multifamily Housing,"309 -  313 Allston St., and 1560 - 1576 Commonwealth Ave.",02135,154240,11.5,Not Available,,Multifamily Housing,1985,161.6,1,1777693.3,0.87,0.13,,33.0,,sq footage is an estimate.  ,,Not Available,"2015, 2016"
1461,Washington Street Boston LP,Yes,Office,600 Washington Street,02111,251464,116.6,56,,"Office, Other",1903,2574.5,10.2,29326345.1,0.61,0.01,,8.2,,"9/22/15: Ceasar's vacated as of 8/24/14. We have no means of obtaining authorization for their electricity usage. As of1/1/15 space was taken over by Skin Care Adventure.

3/23/16: Removed 2 meters (1744313, 5060888) - included in the aggregate data BERDO.",,0304486000,"2014, 2015, 2016"
1462,Waterside Place,Yes,Multifamily Housing,505 Congress Street,02210,250000,50.8,53,,"Multifamily Housing, Parking",2014,1053.4,4.2,12690779.3,0.69,0.31,,22.9,,Parcel ID 0602678015,,0602678015,"2015, 2016"
1463,Waterworks (Watermark): 2400 Beacon Street,Yes,Multifamily Housing,2400 Beacon Street,02467,187885,40.8,94,,Multifamily Housing,2006,535.7,2.9,7657602.5,0.39,0.61,,22.6,,,,2102439200,"2015, 2016"
1464,WBZ TV,Yes,Other,1170 Soldiers Field Road,02134,97056,184.4,Not Available,,"Other, Parking",1948,1477.3,15.2,17897708.1,0.67,0.33,,11.7,,,,2200551000,"2014, 2015, 2016"
1465,Weld Hill Research and Admin Building,Yes,College/University,1300 Centre Street,02131,40000,202.3,Not Available,,College/University,2009,783,19.6,8093227.7,1.0,0.0,,7.9,,This building utilizes a geothermal system that primarily operates on electrical energy sources.,,2005207000,2016
1466,Wentworth Institute of Technology,Yes,College/University,550 Huntington Ave.,02115,1355705,81.9,Not Available,,"College/University, Parking",1910,7637.6,5.6,110989301.7,0.36,0.64,,22.8,,,,402024000 402025000 401826000 402037001 401810000 401833000 401832000 401831000 401830000 401815000 401814000 401812000 401811000 401816000 401817000 401819000 402044000 402045000 902907000 402031000 401822000,"2014, 2015, 2016"
1467,West End Apartments,Yes,Multifamily Housing,4 Emerson Place,02114,371580,70.1,40,,"Multifamily Housing, Parking",2008,1962.3,5.3,26059046.2,0.51,0.49,,36.9,,"2014-1)  Assessor's address is 1 25 Emerson Pl.
2014-2)  Gross floor area is ""living area"" per Assessor's doc provided by N. Nadkarni, City of Boston.  Assume figure does not include any parking.",,0300449000,"2015, 2016"
1468,West End Branch,Municipal,Library,151 Cambridge St,02114,12562,34.8,Not Available,,Library,2000,37.6,3,437040.9,0.7533412547887394,0.24665880621241626,,,,,,Not Available,2016
1469,West End Place,Yes,Multifamily Housing,150 Staniford Street,02114,253957,61.2,79,,"Multifamily Housing, Parking, Retail Store",1997,1080.8,4.3,15540968.3,0.38,0.62,,32.9,,,,0300471004,"2015, 2016"
1470,West Roxbury Branch,Municipal,Library,1961 Centre St,02132,23193,60.4,Not Available,,Library,2000,92.5,4,1401134.3,0.29514258554658174,0.7048574453469593,,,,,,Not Available,2016
1471,WEST ROXBURY HS,Municipal,K-12 School,1205 VFW PKWY,02132,227030,110.1,25,,K-12 School,1976,1552.6,6.8,24995275.8,0.20628209751540327,0.793717903803806,,,,,,Not Available,2016
1472,Westin Boston Waterfront Hotel,Yes,Hotel,425 Summer Street,02210,695000,111.4,41,,"Hotel, Parking",2006,5789.6,8.3,77440469.4,0.5,0.5,,35.0,,Westin Boston  Waterfront Hotel Assessing Parcel ID is  0602805010,,0602805010,"2015, 2016"
1473,Westland Ave Apartments,Yes,Multifamily Housing,65 Westland Ave,02115,114949,56.7,83,,Multifamily Housing,1900,418,3.6,6521775.3,0.25,0.75,,35.6,,,,0401512000,"2015, 2016"
1474,Westminster Court,Yes,Multifamily Housing,30 Westminster Avenue,02119,61176,71.7,91,,"Multifamily Housing, Parking",1960,254.9,4.2,4387036.5,0.11,0.89,,75.6,,,,1101702000,"2015, 2016"
1475,WHEATLEY,Municipal,K-12 School,20 Kearsarge Ave.,02119,55351,51.2,94,,K-12 School,1929,181.6,3.3,2834806.9,0.25102475939366453,0.7489752670278883,,,,,,Not Available,2016
1476,Whittier Place Condos,Yes,Multifamily Housing,Six Whittier Place,02114,222436,131.7,88,,Multifamily Housing,1985,1693.6,7.6,29301438.6,0.11,0.89,,97.3,,,,0300450000,"2015, 2016"
1477,Wilder Gardens,Yes,Multifamily Housing,36 Bishop Joe L. Smith Way,021121,70756,61.3,93,,Multifamily Housing,1920,283.9,4,4335766,0.28,0.72,,52.2,,"Includes parcel ids: 1400732000, 1400733000, 1400734000, 1400735000. Together these buildings exceed 50,000 square feet. Required parcel id, 1400731000, only amounts to 14,000 square feet. ",,1400731000,"2015, 2016"
1478,Wilder House,Yes,Office,680 Soldiers Field Road,02163,6377,69.8,91,,Office,1926,32.7,5.1,445228.8,0.23,,0.77,21.6,,"Water is allocated by gross square footage for this property, and does not represent actual usage. Steam usage is allocated as 12% of the meter shared with Mellon Hall.  Allocation is by GSF.",,2200530000,"2014, 2015, 2016"
1479,Wilkes Passage Condominium Trust,Yes,Multifamily Housing,1313 Washington Street,02118,287000,32,100,,Multifamily Housing,1900,537.5,1.9,9192609,0.12,0.88,,25.1,,,,0306010010,"2015, 2016"
1480,Wilkes Passage Lofts,Yes,Mixed Use Property,1313 Washington Street,02118,472000,27.4,Not Available,,"Multifamily Housing, Parking, Retail Store",2002,853.2,1.8,12956297.5,0.29,0.71,,,,,,Not Available,"2015, 2016"
1481,William J. Devine Golf Course,Municipal,Other - Recreation,1 Circuit Drive,02124,14000,105.8,Not Available,,Other - Recreation,2000,126.8,9.1,1481329.9,0.5054439797643996,,,89.85714285714286,,,,Not Available,2016
1482,WILSON,Municipal,K-12 School,18 Croftland Ave,02124,97130,61.9,91,,K-12 School,1932,355.6,3.7,6013406.3,0.13795963329469355,0.8620403659752709,,,,,,Not Available,2016
1483,Windsor Place Condominium,Yes,Multifamily Housing,"388, 390 and 396 Commonwealth Avenue",02215,120295,74.3,74,,"Multifamily Housing, Office",1897,608.8,5.1,8939937.8,0.34,0.66,,34.1,,,,503810000,"2015, 2016"
1484,Winhall Liberty LLC,Yes,Office,87 Kilby Street,02109,67609,35.7,93,,Office,1907,233.4,3.5,2412420.5,1.0,,,5.5,,,,0303877000,"2014, 2015, 2016"
1485,WINSHIP,Municipal,K-12 School,54 Dighton St.,02135,41016,51.8,96,,K-12 School,1901,131.2,3.2,2122861,0.1994294303772126,0.8005705623166094,,,,,,Not Available,2016
1486,WINTHROP,Municipal,K-12 School,35 Brookford St.,02125,43456,51.8,96,,K-12 School,1911,140.6,3.2,2251120.3,0.2142579052749869,0.7857421147195023,,,,,,Not Available,2016
1487,Wise Realty,Yes,Other,511 Medford Street,02129,37636,Not Available,Not Available,,Other,1925,Not Available,0,Not Available,,,,1.1,,,,Not Available,2016
